id;x0;y;sy;yhat;yerr;yerrrel;yerrabs;yerrsqr;chi2
1;0.0001;5630.016336356604;0.008986034836500652;5630.013094346474;0.0032420101306342985;5.758441545881747e-07;0.0032420101306342985;1.0510629687135422e-05;0.1301644954815238
2;0.0004413793103448276;5630.042705211131;0.008986034836500652;5630.054203013782;-0.011497802651319944;-2.042218820054191e-06;0.011497802651319944;0.00013219946580869993;1.63716896914158
3;0.0007827586206896553;5630.107589606084;0.008986034836500652;5630.095326736145;0.012262869939149823;2.178092772411156e-06;0.012262869939149823;0.0001503779791445044;1.8622931612587532
4;0.001124137931034483;5630.133214196398;0.008986034836500652;5630.13646551356;-0.0032513171627215343;-5.774846102997542e-07;0.0032513171627215343;1.0571063292607608e-05;0.1309129101817434
5;0.0014655172413793106;5630.170857462369;0.008986034836500652;5630.17761934603;-0.006761883661056345;-1.2010071649998438e-06;0.006761883661056345;4.572307064566076e-05;0.566238236872042
6;0.0018068965517241383;5630.226614330249;0.008986034836500652;5630.218788233554;0.007826096694770968;1.3900164432555482e-06;0.007826096694770968;6.124778947590506e-05;0.7584976213411381
7;0.0021482758620689655;5630.267676654653;0.008986034836500652;5630.259972176131;0.007704478522100544;1.3684054662084663e-06;0.007704478522100544;5.935898929750858e-05;0.7351065658473548
8;0.0024896551724137932;5630.295543205629;0.008986034836500652;5630.301171173762;-0.005627968133012473;-9.995856281768311e-07;0.005627968133012473;3.1674025306203905e-05;0.3922537132953345
9;0.002831034482758621;5630.34271529568;0.008986034836500652;5630.342385226447;0.0003300692333141342;5.862329690290391e-08;0.0003300692333141342;1.0894569878058035e-07;0.0013491924212697833
10;0.0031724137931034486;5630.363733176659;0.008986034836500652;5630.383614334185;-0.019881157526469906;-3.5310484841308508e-06;0.019881157526469906;0.000395260424592311;4.894937342701966
11;0.0035137931034482763;5630.435532611848;0.008986034836500652;5630.424858496977;0.010674114871108031;1.8957920830786916e-06;0.010674114871108031;0.00011393672828160962;1.4110017377686828
12;0.003855172413793104;5630.475424895984;0.008986034836500652;5630.466117714824;0.00930718116069329;1.6530036707637085e-06;0.00930718116069329;8.66236211579641e-05;1.0727539910010888
13;0.004196551724137932;5630.516391276737;0.008986034836500652;5630.507391987724;0.008999289012535883;1.5983087111015914e-06;0.008999289012535883;8.098720273114906e-05;1.002952125395728
14;0.00453793103448276;5630.530975599852;0.008986034836500652;5630.548681315678;-0.01770571582528646;-3.144580897424939e-06;0.01770571582528646;0.0003134923728857994;3.8823151198952592
15;0.004879310344827587;5630.587451183131;0.008986034836500652;5630.589985698685;-0.002534515554543759;-4.501332117915273e-07;0.002534515554543759;6.4237690962242595e-06;0.07955248052580943
16;0.005220689655172415;5630.631787352304;0.008986034836500652;5630.631305136746;0.0004822155578949605;8.564147282295717e-08;0.0004822155578949605;2.32531844275948e-07;0.002879693328993702
17;0.005562068965517242;5630.676727392443;0.008986034836500652;5630.672639629862;0.004087762581548304;7.259812180835677e-07;0.004087762581548304;1.6709802923106456e-05;0.20693556255187862
18;0.00590344827586207;5630.716997976301;0.008986034836500652;5630.713989178031;0.0030087982704571914;5.343546619913498e-07;0.0030087982704571914;9.052867032306186e-06;0.11211144384277194
19;0.006244827586206898;5630.767588926405;0.008986034836500652;5630.755353781254;0.01223514515095303;2.17291364696509e-06;0.01223514515095303;0.00014969877686488945;1.8538818648200457
20;0.006586206896551725;5630.783133727221;0.008986034836500652;5630.79673343953;-0.013599712308860035;-2.4152376568835494e-06;0.013599712308860035;0.00018495217488375914;2.290462821787063
21;0.006927586206896553;5630.836531163754;0.008986034836500652;5630.83812815286;-0.0015969891055647167;-2.836148134999919e-07;0.0015969891055647167;2.550374203292394e-06;0.0315840421879731
22;0.00726896551724138;5630.873776018314;0.008986034836500652;5630.879537921244;-0.0057619029303168645;-1.023268725873683e-06;0.0057619029303168645;3.319952537839407e-05;0.41114563063656645
23;0.0076103448275862086;5630.9227276586535;0.008986034836500652;5630.920962744682;0.001764913971783244;3.134325598708051e-07;0.001764913971783244;3.1149213277957057e-06;0.03857543983244154
24;0.007951724137931035;5630.967282329226;0.008986034836500652;5630.962402623174;0.004879706051724497;8.665847332689159e-07;0.004879706051724497;2.381153115123668e-05;0.2948839442737545
25;0.008293103448275862;5631.015474158871;0.008986034836500652;5631.00385755672;0.011616602151661937;2.0629717978389654e-06;0.011616602151661937;0.00013494544554999675;1.6711754062693063
26;0.00863448275862069;5631.040732659372;0.008986034836500652;5631.045327545318;-0.004594885946062277;-8.159916460955353e-07;0.004594885946062277;2.1112976857320627e-05;0.2614648277552641
27;0.008975862068965518;5631.092341610206;0.008986034836500652;5631.086812588972;0.0055290212339969;9.818746217224192e-07;0.0055290212339969;3.05700758059886e-05;0.3785823126266875
28;0.009317241379310346;5631.111264947088;0.008986034836500652;5631.128312687679;-0.017047740590896865;-3.02741114111821e-06;0.017047740590896865;0.0002906254592545126;3.599129396048562
29;0.009658620689655173;5631.167269711436;0.008986034836500652;5631.169827841439;-0.002558130002398684;-4.542803858890678e-07;0.002558130002398684;6.5440291091722916e-06;0.08104179033672793
30;0.01;5631.2197539340095;0.008986034836500652;5631.211358050254;0.00839588375583844;1.4909551821094183e-06;0.00839588375583844;7.049086404155179e-05;0.8729646107935475
