;x;y;yb
0;0.0;20.012573022109347;0.24736747080700283
1;0.2;19.97929138835842;0.22099249269140486
2;0.4;20.049049762544964;0.2976548878588474
3;0.6000000000000001;19.98800687828098;0.24351339050330267
4;0.8;19.9164630426939;0.17886830833419154
5;1.0;19.998706341452866;0.26800772760264024
6;1.2000000000000002;20.085467437063627;0.3616623113963797
7;1.4000000000000001;20.04229986421917;0.32538559499037945
8;1.6;19.869746316579196;0.15972027262632338
9;1.8;19.806109500338977;0.10296905108146959
10;2.0;19.862859741636527;0.16660225707581588
11;2.2;19.921859057568543;0.23248190828803317
12;2.4000000000000004;19.677766383345187;-0.00473305948971614
13;2.6;19.880937023158506;0.2053126585165792
14;2.8000000000000003;19.77077554927327;0.10202363515368162
15;3.0;19.81469408681679;0.15281199613088603
16;3.2;19.826052824270246;0.1710379305113534
17;3.4000000000000004;19.84141032730766;0.19326000455109238
18;3.6;19.906768735230756;0.26548035813380366
19;3.8000000000000003;19.962426073587874;0.3279970173898157
20;4.0;19.837894039943233;0.21032168046533073
21;4.2;19.97997033557359;0.3592520492190836
22;4.4;19.76938471428202;0.15551787803613948
23;4.6000000000000005;19.863639090728167;0.2566210821581265
24;4.800000000000001;19.911422711094332;0.3112509083493151
25;5.0;19.82306823718453;0.2297400189957166
26;5.2;19.731912100369186;0.14542484604973538
27;5.4;19.706688207140434;0.1270392965854903
28;5.6000000000000005;19.745690581376522;0.17287739506321032
29;5.800000000000001;19.80608879333311;0.24010871232053788
30;6.0;19.67571727569249;0.11656768162175268
31;6.2;19.74837504378931;0.19605331888347877
32;6.4;19.745987299838387;0.20049082690252362
33;6.6000000000000005;19.808615249329296;0.26994141175043396
34;6.800000000000001;19.768621181774996;0.2367673635221692
35;7.0;19.775320805880906;0.2502843915051187
36;7.2;19.667032624433602;0.14881099906784812
37;7.4;19.712089755508647;0.20068030486789823
38;7.6000000000000005;19.796087980649425;0.2914880910306401
39;7.800000000000001;19.859676542353434;0.3618836006355508
40;8.0;19.577073546392466;0.08608494003641098
41;8.200000000000001;19.847022824593438;0.3628359416421141
42;8.4;19.82287201092213;0.345484240000431
43;8.6;19.759073302109528;0.28848203242432646
44;8.8;19.700049088803663;0.23625171014381507
45;9.0;19.634876276449337;0.17787017918568182
46;9.200000000000001;19.804739324956174;0.3545219000415365
47;9.4;19.847635451681423;0.4042040906506088
48;9.600000000000001;19.824449133359522;0.3878012283293195
49;9.8;19.768475710254393;0.338608653923572
50;10.0;19.665386721496375;0.24229790714569432
51;10.200000000000001;19.50150382126412;0.08519064275631649
52;10.4;19.614580930826282;0.20504078260607628
53;10.600000000000001;19.67336815104864;0.27059842814273694
54;10.8;19.47158247649913;0.07558057451621991
55;11.0;19.632632444330234;0.243395759460995
56;11.200000000000001;19.62881187151249;0.2463378005295631
57;11.4;19.64813868460142;0.2724246248594504
58;11.600000000000001;19.452835170338147;0.08387851977375504
59;11.8;19.497792907430735;0.13559106456252223
60;12.0;19.513039478532203;0.15758984246076224
61;12.200000000000001;19.432426290252227;0.08372626066012145
62;12.4;19.71607038387753;0.3741173610293167
63;12.600000000000001;19.485273273989122;0.15006465873133834
64;12.8;19.56049569416474;0.23202888792590315
65;13.0;19.49447949295691;0.1727518977475242
66;13.200000000000001;19.67142568175485;0.35643470016740153
67;13.4;19.637859767223404;0.3296028024323654
68;13.600000000000001;19.561907831894903;0.260382287656725
69;13.8;19.27097410728886;-0.02382261205802294
70;14.0;19.489284141352773;0.20121365181759998
71;14.200000000000001;19.545209632598965;0.2638627783779093
72;14.4;19.57000055991138;0.2953747470888288
73;14.600000000000001;19.40058070406455;0.13267333930686576
74;14.8;19.63734316667046;0.37615165722599286
75;15.0;19.3158731689256;0.061394922624689485
76;15.200000000000001;19.37454131131541;0.12677373657037805
77;15.4;19.526980570053702;0.28592107585884463
78;15.600000000000001;19.43116609874113;0.19681209467272964
79;15.8;19.61928856840686;0.3916374646231837
80;16.0;19.43069350674217;0.20974271398347355
81;16.2;19.341318058883516;0.12706498847202496
82;16.400000000000002;19.35968059895379;0.15212266279372955
83;16.6;19.281125418652238;0.08026002922980524
84;16.8;19.255278692276498;0.06110326265987709
85;17.0;19.438898132259038;0.25141007609839505
86;17.2;19.42678743265966;0.24598416418714208
87;17.400000000000002;19.49094419377179;0.3168231278015341
88;17.6;19.27884878348911;0.11140733541722625
89;17.8;19.51604474723099;0.35528033303558004
90;18.0;19.31122345736827;0.15713349360942175
91;18.2;19.490234867195035;0.34281677101481023
92;18.400000000000002;19.282350848961592;0.14160203808404148
93;18.6;19.24492008023263;0.11083797296377895
94;18.8;19.336289502038394;0.2088715172662603
